sampling_points_per_second,sampling,track_number,maximum_time,minimum_time_domain,median_time_domain,time_domain_average,time_domain_differential_peak,time_domain_average_rectifier,time_domain_variance,time_domain_standard_deviation,time_domain_kurtosis,time_domain_of_skewness,time_domain_root_mean_square,time_domain_RMS_factor,the_time_domain_peak_factor,time_domain_pulse_factor,time_domain_margin_factor,maximum_amplitude,minimum_amplitude,median_amplitude,average_amplitude,peak_amplitude_difference,peak_amplitude_threshold,center_of_gravity_frequency,mean_square_frequency,root_mean_square_frequency,frequency_variance,frequency_standard_deviation,maximum_power,power_minimum_value,median_power,power_average,SNR,bandwidth,type
600,37410,2,0.9620336,-1.037859589,0.039372772,-2.30E-15,1.999893188,0.41968568,0.262348054,0.507676519,2.368577486,-0.223692533,0.507669733,1.2222455,4.011140759,4.938680523,8.009317702,0.013016327,1.37E-17,0.001833155,0.001967175,0.013016327,0.009762245,300.8858064,122547.0635,350.0672272,32014.79504,178.9267868,9.06E-09,1.00E-38,1.80E-10,2.68E-10,-27.42953321,298.4933653,3
600,37410,2,0.965660129,-1.034278835,0.040992771,1.25E-16,1.999938965,0.417946747,0.26155329,0.5064358,2.397439768,-0.226175111,0.506429031,1.226143552,4.02882826,4.981164001,14.40047333,0.01153043,2.74E-17,0.001806514,0.00194544,0.01153043,0.008647823,300.0815219,122199.1174,349.5699034,32150.19761,179.3047618,7.11E-09,4.00E-38,1.74E-10,2.63E-10,-28.40236788,298.4473041,3
600,49470,2,0.878233341,-1.121629329,0.110037235,6.71E-15,1.999862671,0.497613351,0.337257475,0.580732688,2.055450868,-0.392536066,0.580726818,1.167106741,3.443795922,4.019074124,83.44592564,0.054669483,1.38E-17,0.001627291,0.00186455,0.054669483,0.041002112,300.2155776,126500.8495,355.6695791,36371.45643,190.7130211,1.21E-07,7.69E-39,1.07E-10,2.33E-10,-16.70152241,298.4382221,3
600,37410,2,0.961227797,-1.038665392,0.038109205,-3.98E-17,1.999893188,0.420862372,0.263493193,0.508567276,2.375877757,-0.238143927,0.508560479,1.221448139,4.007644712,4.932613322,6.988291211,0.01043744,6.08E-18,0.001822956,0.001957692,0.01043744,0.00782808,300.4959431,122517.4362,350.024908,32219.62436,179.4982572,5.82E-09,1.97E-39,1.78E-10,2.66E-10,-29.30728112,298.3131667,3
600,37400,2,0.943456992,-1.056451456,0.047949179,-3.47E-15,1.999908447,0.426506186,0.267745056,0.513593621,2.336790181,-0.295481787,0.513586755,1.214253466,3.953461835,4.829200016,5.472125335,0.02164337,3.65E-17,0.001796605,0.001959055,0.02164337,0.016232528,299.0899851,121893.8306,349.1329699,32439.01146,180.1083326,2.51E-08,7.12E-38,1.73E-10,2.72E-10,-23.05495676,298.5071076,3
600,37400,2,0.957805265,-1.0421337,0.042934049,-1.23E-15,1.999938965,0.419272814,0.262340937,0.507600295,2.387333787,-0.249469615,0.507593509,1.223995519,4.012983641,4.949761828,6.653609168,0.010468723,3.04E-17,0.001824132,0.001959199,0.010468723,0.007851542,300.5081606,122458.6889,349.9409791,32153.53429,179.3140661,5.86E-09,4.94E-38,1.78E-10,2.66E-10,-29.28475034,298.4156199,3
600,38600,2,0.970423652,-1.029316948,0.039545967,-2.00E-16,1.999740601,0.419006569,0.262235058,0.507269076,2.361601621,-0.195897536,0.507262505,1.223766176,4.018892263,4.95605229,12.31695425,0.010742215,1.18E-17,0.001786452,0.00193179,0.010742215,0.008056661,300.2515742,122328.7687,349.7552983,32177.76086,179.3816068,5.98E-09,7.19E-39,1.65E-10,2.51E-10,-29.07681103,298.4738477,3
600,38600,2,0.95669144,-1.043232267,0.040332492,-1.96E-16,1.999923706,0.420959238,0.264080862,0.509357317,2.37624446,-0.247045082,0.509350719,1.222503471,3.997858965,4.9231836,8.678343002,0.011212538,2.36E-17,0.001788282,0.001932244,0.011212538,0.008409403,300.2151143,122149.4197,349.4988122,32020.30488,178.9421831,6.51E-09,2.88E-38,1.66E-10,2.52E-10,-28.72352097,298.397064,3
600,38630,2,0.963868684,-1.035917693,0.037583894,1.04E-15,1.999786377,0.421028911,0.264158898,0.509306941,2.362791218,-0.217208976,0.509300349,1.222341533,4.00000456,4.925745461,183.6132708,0.011802875,1.47E-18,0.001790134,0.00193311,0.011802875,0.008852156,300.9371025,122771.9006,350.3882141,32208.7609,179.4679941,7.21E-09,1.12E-40,1.66E-10,2.52E-10,-28.28531089,298.156874,3
600,38630,2,0.956222134,-1.043442172,0.043037015,-9.50E-17,1.999664307,0.421341443,0.264330728,0.509507096,2.373524028,-0.244567647,0.509500501,1.222142777,3.997635238,4.922471397,6.315889411,0.012745864,2.94E-18,0.001790735,0.001932844,0.012745864,0.009559398,299.8136685,122207.2053,349.5814717,32318.96955,179.7747745,8.41E-09,4.48E-40,1.66E-10,2.52E-10,-27.61397616,298.4047064,3
600,38620,2,0.93820543,-1.061519912,0.055209824,1.13E-15,1.999725342,0.426733734,0.26782456,0.513466562,2.36408827,-0.314669623,0.513459914,1.213650502,3.957245908,4.832494405,26.70185964,0.011386159,2.35E-17,0.001794376,0.001933146,0.011386159,0.008539619,299.6875418,121974.6193,349.2486496,32161.99654,179.3376607,6.71E-09,2.87E-38,1.67E-10,2.53E-10,-28.61348076,298.5330886,3
600,38620,2,0.95793909,-1.041877805,0.04752344,1.15E-15,1.999816895,0.423082729,0.264768221,0.510051003,2.364953459,-0.261179979,0.510044399,1.217439389,3.991673481,4.893840785,20.79361362,0.011623146,1.18E-17,0.00179511,0.001932271,0.011623146,0.00871736,299.1232841,121881.4456,349.1152325,32406.7065,180.0186282,7.00E-09,7.18E-39,1.67E-10,2.51E-10,-28.40454539,298.3931976,3
600,37380,2,0.961288816,-1.038436526,0.037460691,4.01E-16,1.999725342,0.42308604,0.266894907,0.512373493,2.343274753,-0.204830223,0.51236664,1.224037204,3.96892894,4.894102892,18.91463667,0.013486239,6.08E-18,0.001828706,0.001979983,0.013486239,0.01011468,299.5302491,122344.6068,349.7779393,32626.23667,180.627342,9.73E-09,1.98E-39,1.79E-10,2.77E-10,-27.24862639,298.3481499,3
600,49470,2,0.868546012,-1.131408211,0.087143425,1.66E-15,1.999954224,0.459984451,0.297436427,0.544446575,2.259067011,-0.443088097,0.544441072,1.186350011,3.686019958,4.379831335,5.475299765,0.023161243,3.68E-17,0.001561024,0.001705282,0.023161243,0.017370932,299.8318381,122677.9428,350.2541118,32778.81172,181.049197,2.17E-08,5.47E-38,9.85E-11,1.60E-10,-22.58995578,298.4218802,3
600,37380,2,0.957977221,-1.041931227,0.040443346,1.08E-15,1.999908447,0.422398421,0.265238102,0.510278921,2.363333583,-0.250136054,0.510272096,1.220758554,3.993724105,4.911884119,7.264894344,0.01335976,1.82E-17,0.001793281,0.001945972,0.01335976,0.01001982,300.3885708,122365.6456,349.8080125,32132.35218,179.2549921,9.55E-09,1.78E-38,1.72E-10,2.65E-10,-27.14262647,298.4252361,3
600,37440,2,0.947691869,-1.052155543,0.045577001,5.58E-16,1.999847412,0.422642585,0.264754431,0.510129806,2.373662728,-0.294351298,0.510122993,1.21892983,3.989627383,4.897237492,7.564000029,0.010786442,0,0.001800673,0.001947171,0.010786442,0.008089832,300.034428,122322.0048,349.7456288,32301.34684,179.7257545,6.22E-09,0,1.73E-10,2.64E-10,-29.00174365,298.3327322,3
600,37440,2,0.957725809,-1.042106344,0.041496561,8.15E-16,1.999832153,0.421941057,0.265051763,0.51032773,2.37495481,-0.242562831,0.510320915,1.222112747,3.989485318,4.911512332,5.524921262,0.010486254,6.07E-18,0.001835591,0.001974597,0.010486254,0.00786469,299.3281621,121570.5485,348.6696839,31973.19984,178.8105138,5.87E-09,1.97E-39,1.80E-10,2.70E-10,-29.341979,298.3980006,3
600,37410,2,0.961784222,-1.038124225,0.038734295,3.82E-16,1.999908447,0.418823351,0.262177719,0.507414777,2.381810523,-0.230408261,0.507407995,1.224390823,4.014834084,4.952659719,37.69611493,0.010208066,2.74E-17,0.001800539,0.001951486,0.010208066,0.007656049,299.9362643,122013.339,349.3040781,32051.57637,179.0295405,5.57E-09,4.00E-38,1.73E-10,2.66E-10,-29.49798309,298.4156837,3
600,37410,2,0.964100397,-1.035823309,0.039143122,-5.52E-16,1.999923706,0.42050039,0.263636673,0.508791517,2.374656142,-0.227728205,0.508784716,1.222938861,4.004529255,4.934413672,25.35814552,0.011170307,3.04E-18,0.00182485,0.001963277,0.011170307,0.008377731,300.6546978,122496.0123,349.9943033,32102.76499,179.1724448,6.67E-09,4.94E-40,1.78E-10,2.67E-10,-28.7425375,298.2570782,3
600,37410,2,0.956868902,-1.042963251,0.044210211,-1.81E-15,1.999832153,0.42264427,0.264990056,0.510438324,2.366698899,-0.256302812,0.510431502,1.219155193,3.985863032,4.892253809,94.77552338,0.008898801,4.10E-17,0.001830029,0.001970011,0.008898801,0.0066741,299.938319,121998.8144,349.2832867,32035.81915,178.9855278,4.23E-09,9.00E-38,1.79E-10,2.68E-10,-30.73792082,298.4128705,3
600,37410,2,0.960464105,-1.039322272,0.040481195,-3.55E-15,1.999786377,0.420153433,0.261936377,0.507115205,2.368367075,-0.241238889,0.507108427,1.219187598,4.018011663,4.934260985,6.101850992,0.011125513,4.56E-17,0.001807193,0.001947174,0.011125513,0.008344135,300.1372054,122313.8361,349.7339504,32231.49402,179.5313176,6.62E-09,1.11E-37,1.75E-10,2.63E-10,-28.70428769,298.1725757,3
600,38610,2,0.969994437,-1.02991401,0.038369071,-3.55E-16,1.999908447,0.41678222,0.260312633,0.50528341,2.380927053,-0.194446509,0.505276867,1.22615032,4.037136905,4.990004249,12.61074873,0.009212054,2.94E-18,0.001776347,0.001920738,0.009212054,0.006909041,299.926433,122087.9774,349.4109005,32132.11217,179.2543226,4.40E-09,4.49E-40,1.63E-10,2.48E-10,-30.36557777,298.2918738,3
600,38610,2,0.960696389,-1.039196799,0.041110208,1.03E-15,1.999893188,0.420234266,0.263292134,0.508289167,2.385680709,-0.249867507,0.508282585,1.222779045,4.011221516,4.942936268,9.07524705,0.0104582,1.47E-17,0.001776439,0.001917612,0.0104582,0.00784365,300.6843744,122260.5692,349.6577886,31849.47616,178.4642153,5.67E-09,1.12E-38,1.63E-10,2.47E-10,-29.24888716,298.484448,3
600,37390,2,0.936382881,-1.063449273,0.060673347,-1.16E-15,1.999832153,0.435998556,0.27636296,0.523104783,2.292543115,-0.318683607,0.523097788,1.207155726,3.861480557,4.681411207,20.53279593,0.018467175,1.82E-17,0.001841208,0.002013466,0.018467175,0.013850381,300.5929216,123642.1778,351.6278967,33286.07328,182.4447129,1.82E-08,1.78E-38,1.81E-10,2.94E-10,-24.77657017,298.5533794,3
600,49440,2,0.853929233,-1.145887661,0.100236606,5.78E-16,1.999816895,0.467474379,0.303836233,0.550441278,2.247819811,-0.467656706,0.550435711,1.179514606,3.643372496,4.302621401,4.37684219,0.022328807,3.68E-17,0.001560628,0.001695294,0.022328807,0.016746606,299.7764501,122022.893,349.3177536,32156.97292,179.3236541,2.02E-08,5.48E-38,9.85E-11,1.56E-10,-22.80517593,298.497307,3
600,37390,2,0.954794221,-1.045037933,0.043936066,-9.66E-16,1.999832153,0.437052452,0.278565326,0.525169725,2.243773945,-0.230837908,0.525162702,1.209394379,3.846531257,4.672778502,9.502852079,0.022955713,1.37E-17,0.00187821,0.002048263,0.022955713,0.017216784,300.5168081,124001.7388,352.1388061,33691.38682,183.5521365,2.82E-08,1.00E-38,1.89E-10,3.06E-10,-23.05492612,298.1912715,3
600,37420,2,0.967156746,-1.03264489,0.039483406,-1.21E-15,1.999801636,0.41595868,0.259939069,0.505088701,2.392705156,-0.20320319,0.505081952,1.228560725,4.0356837,4.998687911,38.0586742,0.00953694,1.82E-17,0.001796489,0.001949477,0.00953694,0.007152705,299.8843475,122117.7275,349.4534697,32187.10564,179.4076521,4.86E-09,1.78E-38,1.72E-10,2.65E-10,-30.08939193,298.3213981,3
600,37420,2,0.956005476,-1.043826677,0.040020369,-5.19E-16,1.999832153,0.421380895,0.263911019,0.509223854,2.376354788,-0.254818984,0.50921705,1.22091604,3.998206863,4.917055506,22.96737354,0.011551009,1.22E-17,0.001827345,0.001961533,0.011551009,0.008663257,300.7287263,122686.8711,350.266857,32249.10427,179.580356,7.13E-09,7.89E-39,1.78E-10,2.67E-10,-28.44674984,298.1199254,3
600,37390,2,0.973499013,-1.026348399,0.035297109,-4.21E-16,1.999847412,0.418104441,0.26235958,0.507254654,2.377703665,-0.170409559,0.507247871,1.22798285,4.021525272,4.980226579,11.39158322,0.009271156,7.60E-19,0.00183759,0.00197361,0.009271156,0.006953367,300.3076747,122354.8283,349.7925503,32170.12878,179.3603322,4.60E-09,3.09E-41,1.81E-10,2.68E-10,-30.37683669,298.1778836,3
600,37390,2,0.960523322,-1.039308831,0.039899543,-1.06E-15,1.999832153,0.420137578,0.26301383,0.508162535,2.37901647,-0.232799808,0.508155739,1.22202788,4.009754509,4.936213344,16.34389384,0.011169023,9.12E-18,0.001844501,0.001964916,0.011169023,0.008376767,299.9200087,122090.1044,349.4139442,32138.09279,179.2710038,6.67E-09,4.45E-39,1.82E-10,2.67E-10,-28.73152536,298.4063709,3
600,37430,2,0.971284312,-1.028517323,0.036431712,9.09E-18,1.999801636,0.417512087,0.261749228,0.506528218,2.386350809,-0.170000061,0.506521452,1.228419581,4.029404338,4.992994831,9.513599517,0.012291129,1.37E-17,0.001825067,0.001957188,0.012291129,0.009218346,299.5398285,121857.6366,349.0811319,32133.52776,179.2582711,8.07E-09,9.98E-39,1.78E-10,2.66E-10,-27.89485979,298.3941226,3
600,37430,2,0.962124454,-1.037753475,0.035809147,-1.20E-15,1.99987793,0.417902714,0.261865649,0.506905569,2.389923248,-0.223978317,0.506898797,1.226916424,4.022216061,4.974724738,7.713772586,0.008926961,6.07E-18,0.00182818,0.00195382,0.008926961,0.00669522,299.9634221,121888.9324,349.1259549,31910.87774,178.6361602,4.26E-09,1.97E-39,1.79E-10,2.65E-10,-30.66210516,298.2328684,3
600,37390,2,0.969196472,-1.030422058,0.037975464,7.13E-16,1.99961853,0.419042002,0.263460406,0.508374204,2.373174139,-0.192967969,0.508367405,1.227562627,4.011201736,4.964773353,15.58370561,0.010753912,9.12E-18,0.001854085,0.001971404,0.010753912,0.008065434,299.9634685,121969.8244,349.2417851,31991.742,178.8623549,6.19E-09,4.45E-39,1.84E-10,2.68E-10,-29.08006344,298.2084297,3
600,37390,2,0.957692408,-1.041971899,0.042363428,-1.19E-15,1.999664307,0.418866202,0.262612912,0.507785069,2.396719152,-0.245632462,0.507778279,1.225798692,4.012163914,4.956513575,10.99732335,0.010297892,7.60E-18,0.001816674,0.001959729,0.010297892,0.007723419,299.9145385,121917.9107,349.1674537,31969.18033,178.7992738,5.67E-09,3.09E-39,1.77E-10,2.67E-10,-29.43436768,298.4361912,3
600,37390,2,0.951980102,-1.04786731,0.048118103,1.26E-15,1.999847412,0.426085055,0.266628882,0.512252012,2.341333367,-0.271138593,0.512245161,1.212676912,3.967983509,4.841969074,23.23915238,0.015056778,1.06E-17,0.001818055,0.001966462,0.015056778,0.011292584,299.9940827,122031.5078,349.3300843,32035.05817,178.9834019,1.21E-08,6.06E-39,1.77E-10,2.71E-10,-26.19658327,298.1966533,3
600,49440,2,0.857772632,-1.142029004,0.098441882,-2.09E-16,1.999801636,0.4663738,0.303456796,0.550070564,2.253869066,-0.462076233,0.550065001,1.181472806,3.646160126,4.313046717,81.07601597,0.022297792,3.68E-17,0.001556887,0.001680845,0.022297792,0.016723344,300.3280751,122069.2156,349.3840517,31872.2629,178.5280451,2.01E-08,5.48E-38,9.81E-11,1.54E-10,-22.74818653,298.6278701,3
600,37390,2,0.962367148,-1.037541299,0.03908834,1.25E-15,1.999908447,0.421243133,0.264185328,0.509326087,2.36458397,-0.231256613,0.509319276,1.221875621,4.000203264,4.924367968,18.47314076,0.012059612,1.67E-17,0.001816966,0.001958793,0.012059612,0.009044709,299.4540372,121816.5841,349.022326,32143.86368,179.2870985,7.78E-09,1.50E-38,1.77E-10,2.68E-10,-28.0863789,298.1689934,3
600,38600,2,0.964567918,-1.0352032,0.038100023,1.41E-15,1.999771118,0.418876415,0.261638654,0.50672956,2.377273403,-0.215763298,0.506722996,1.223051067,4.022628625,4.958159873,3.010819468,0.013124877,1.18E-17,0.00177663,0.001924476,0.013124877,0.009843657,299.7010434,121833.9207,349.0471611,32013.20526,178.9223442,8.93E-09,7.19E-39,1.64E-10,2.50E-10,-27.32756036,298.3702525,3
600,38600,2,0.962803505,-1.036967613,0.04427018,1.24E-16,1.999771118,0.419692412,0.26249398,0.507575932,2.385927991,-0.249521496,0.507569357,1.222267363,4.015637862,4.945363019,7.888069391,0.010880903,1.18E-17,0.001789722,0.001919887,0.010880903,0.008160677,299.4247918,121896.1764,349.1363292,32240.97045,179.5577078,6.13E-09,7.19E-39,1.66E-10,2.48E-10,-28.91096437,298.070224,3
600,38600,2,0.962734833,-1.037082061,0.039562836,-1.20E-15,1.999816895,0.419757046,0.26288692,0.508113573,2.369559402,-0.231554899,0.508106991,1.223013738,4.008915089,4.939027085,33.65624099,0.014620517,1.18E-17,0.001801649,0.001927948,0.014620517,0.010965388,299.6509258,122056.793,349.3662734,32266.11563,179.627714,1.11E-08,7.19E-39,1.68E-10,2.51E-10,-26.39420057,298.3846452,3
600,38600,2,0.958642789,-1.041143588,0.04192526,-6.15E-16,1.999786377,0.418800653,0.262066343,0.507538814,2.379957903,-0.243198702,0.50753224,1.22486559,4.009767267,4.948102211,3.932612787,0.009264928,0,0.001806937,0.001938762,0.009264928,0.006948696,299.8689574,122090.4916,349.4144983,32169.09997,179.3574642,4.45E-09,0,1.69E-10,2.53E-10,-30.39639624,298.4849348,3
600,37430,2,0.932089023,-1.067773648,0.056905917,-2.65E-15,1.999862671,0.428749477,0.269421734,0.51536724,2.360525981,-0.351230399,0.515360356,1.211246123,3.937095559,4.795186877,4.67717238,0.014730024,2.13E-17,0.00181767,0.001959991,0.014730024,0.011047518,300.0013117,122226.0236,349.6083861,32225.2366,179.5138897,1.16E-08,2.42E-38,1.77E-10,2.67E-10,-26.34063646,298.3619548,3
600,37430,2,0.957151631,-1.042772075,0.045065144,-1.50E-16,1.999923706,0.420590876,0.26309106,0.508342341,2.381609186,-0.257772321,0.50833555,1.221149262,4.006807127,4.928870948,11.70564859,0.009638727,1.06E-17,0.001820045,0.001957786,0.009638727,0.007229045,299.2644936,121611.3707,348.728219,32052.13357,179.0310967,4.96E-09,6.04E-39,1.77E-10,2.66E-10,-30.00091265,298.2078123,3
600,37390,2,0.952885553,-1.046977118,0.045849725,1.93E-15,1.999862671,0.422151598,0.26468858,0.510024924,2.385302753,-0.28049694,0.510018103,1.220162907,3.991153743,4.904288812,20.89995238,0.01097212,1.06E-17,0.001805365,0.001952318,0.01097212,0.00822909,299.0164092,121384.0064,348.4020757,31973.19341,178.8104958,6.44E-09,6.06E-39,1.74E-10,2.66E-10,-28.87063129,298.1098481,3
600,37390,2,0.964362825,-1.035438811,0.039794649,-1.05E-15,1.999801636,0.421633672,0.265299124,0.510197758,2.375662382,-0.226706666,0.510190935,1.224271951,3.996424658,4.932885366,5.084994651,0.009389889,1.52E-18,0.001829411,0.001970828,0.009389889,0.007042416,299.4747935,121640.6433,348.7701869,31955.49131,178.7609893,4.72E-09,1.24E-40,1.79E-10,2.68E-10,-30.26305889,298.2639866,3
600,37380,2,0.956746036,-1.04317767,0.040379458,-1.89E-15,1.999923706,0.418427843,0.261805591,0.506918413,2.402976531,-0.247129703,0.506911633,1.225023628,4.02104065,4.964623573,19.77767518,0.013727872,0,0.001798994,0.001948009,0.013727872,0.010295904,300.165834,122396.3263,349.8518634,32296.79838,179.7131002,1.01E-08,0,1.73E-10,2.65E-10,-26.89661429,298.2325918,3
600,50660,2,0.923375193,-1.076319631,0.088505808,-1.92E-14,1.999694824,0.490593036,0.327144903,0.571949042,1.956492352,-0.297907725,0.571943397,1.165989124,3.496517868,4.077172029,3.572462998,0.052658914,3.59E-17,0.001619154,0.001858059,0.052658914,0.039494186,300.7279214,127143.083,356.5712874,36705.80026,191.5875786,1.09E-07,5.09E-38,1.04E-10,2.33E-10,-17.23042421,298.4768083,3
600,37380,2,0.960445666,-1.039523816,0.039364123,1.03E-15,1.999969482,0.420177169,0.263975581,0.509012205,2.382812785,-0.236600177,0.509005396,1.22481244,4.004631648,4.943186035,133.5214268,0.010498896,1.22E-17,0.001825364,0.001959757,0.010498896,0.007874172,300.3770228,122140.1522,349.4855537,31913.7964,178.6443293,5.90E-09,7.92E-39,1.78E-10,2.67E-10,-29.26785004,298.2738,3
600,37400,2,0.970011464,-1.029866466,0.036356679,1.04E-15,1.99987793,0.416949134,0.260677678,0.505675196,2.378803933,-0.184223519,0.505668435,1.227121852,4.033316426,4.990285086,9.750540268,0.009981889,0,0.001824608,0.001961136,0.009981889,0.007486417,300.4871036,122400.0572,349.8571954,32107.55776,179.1858191,5.33E-09,0,1.78E-10,2.66E-10,-29.70398504,298.4243894,3
600,37400,2,0.964545452,-1.035256184,0.038474285,-8.21E-16,1.999801636,0.416730433,0.2600923,0.505254977,2.391953009,-0.214237292,0.505248222,1.225686377,4.034032808,4.982703058,79.8889639,0.010235112,1.22E-17,0.001820056,0.001952086,0.010235112,0.007676334,299.985535,122126.1046,349.4654555,32134.78335,179.2617732,5.60E-09,7.91E-39,1.77E-10,2.65E-10,-29.4638718,298.3628361,3
600,37420,2,0.954930896,-1.044870739,0.046666736,-8.18E-16,1.999801636,0.424466267,0.266575616,0.511866517,2.356513916,-0.267709998,0.511859677,1.217318432,3.976250294,4.873271405,14.73200396,0.012646598,1.82E-17,0.001825525,0.001972221,0.012646598,0.009484948,300.8766888,122832.3132,350.4744116,32305.53131,179.7373954,8.55E-09,1.78E-38,1.78E-10,2.70E-10,-27.7044654,298.2351884,3
600,37420,2,0.961817457,-1.038106249,0.041598036,1.68E-15,1.999923706,0.419631106,0.263112223,0.508346715,2.374094163,-0.226875824,0.508339923,1.224724978,4.00702711,4.945296557,12.84350277,0.011056764,0,0.001835351,0.001969357,0.011056764,0.008292573,300.1982622,122110.8941,349.4436924,31991.8975,178.8627896,6.53E-09,0,1.80E-10,2.69E-10,-28.85962882,298.2805361,3
600,38590,2,0.9557612,-1.04411673,0.04320932,-1.49E-15,1.99987793,0.423725883,0.266789257,0.512116727,2.35074932,-0.237705381,0.512110092,1.221329727,3.97374425,4.888998771,34.43237565,0.015903264,1.77E-17,0.001795142,0.001934704,0.015903264,0.011927448,298.7250617,121457.5718,348.5076352,32220.90929,179.5018364,1.31E-08,1.62E-38,1.67E-10,2.55E-10,-25.73158873,298.3809559,3
600,38590,2,0.958536453,-1.041341476,0.037432022,1.63E-16,1.99987793,0.421605941,0.264657076,0.509855922,2.359160615,-0.223914184,0.509849316,1.222085056,3.994759807,4.918352385,9.546177846,0.01210717,5.89E-18,0.001784977,0.001932053,0.01210717,0.009080378,299.6281343,122106.9423,349.4380378,32329.92342,179.8052375,7.60E-09,1.80E-39,1.65E-10,2.53E-10,-28.07355223,298.4351814,3
600,37420,2,0.970440768,-1.029513456,0.036908053,1.04E-16,1.999954224,0.419700199,0.263187014,0.508025069,2.376702994,-0.195930946,0.508018281,1.225070294,4.01610264,4.961545137,29.00022684,0.010024331,0,0.001817106,0.00195887,0.010024331,0.007518248,300.1939394,122243.6331,349.6335698,32127.23183,179.2407092,5.37E-09,0,1.76E-10,2.67E-10,-29.68068026,298.2540472,3
600,37420,2,0.956906175,-1.043017531,0.042370653,-6.19E-16,1.999923706,0.420309499,0.262538694,0.50745648,2.38358861,-0.254852889,0.507449699,1.220032516,4.019584758,4.941117154,7.391904456,0.010415974,0,0.001801157,0.001940483,0.010415974,0.00781198,299.9623642,121923.7272,349.1757826,31946.30724,178.7352994,5.80E-09,0,1.73E-10,2.62E-10,-29.26039654,298.4117079,3
600,37420,2,0.972529892,-1.027424332,0.053531173,1.58E-15,1.999954224,0.469435696,0.310624029,0.556910538,2.024968224,-0.181664036,0.556903096,1.188663255,3.596710547,4.280117139,11.43188561,0.038509413,6.08E-18,0.001931612,0.00220669,0.038509413,0.02888206,300.7814649,127211.5902,356.6673383,36742.10063,191.6822909,7.93E-08,1.97E-39,1.99E-10,4.03E-10,-19.74163125,298.4695823,3
600,50660,2,0.924741939,-1.075181768,0.060964778,8.10E-15,1.999923706,0.463835862,0.302850113,0.549546159,2.085987485,-0.285398998,0.549540736,1.187478091,3.649523636,4.340187474,57.24359684,0.044513465,1.80E-17,0.00158929,0.001788695,0.044513465,0.033385099,300.4014959,125542.1915,354.3193355,35301.13277,187.8859568,7.82E-08,1.27E-38,9.97E-11,1.94E-10,-17.91448643,298.5062965,3
600,37420,2,0.949827472,-1.050050458,0.060194293,-1.92E-15,1.99987793,0.469231892,0.308430354,0.554995527,2.019097703,-0.228056437,0.554988111,1.184628526,3.608267497,4.278432907,7.838500851,0.061657333,0,0.001904105,0.002143739,0.061657333,0.046243,300.4595186,125949.6874,354.8939101,35673.76511,188.8749986,2.03E-07,0,1.94E-10,3.96E-10,-15.49726068,298.5208154,3
600,37400,2,0.967762769,-1.032191455,0.037907422,-7.23E-16,1.999954224,0.418220149,0.262096428,0.50717148,2.377660179,-0.201007186,0.507164699,1.22699337,4.019554915,4.972452597,9.520852166,0.012924554,1.82E-17,0.001821948,0.001964216,0.012924554,0.009693416,299.058367,121556.8533,348.6500442,32120.94644,179.223175,8.93E-09,1.78E-38,1.78E-10,2.68E-10,-27.48198899,298.3622169,3
600,37400,2,0.95934012,-1.040461516,0.040722871,-4.67E-16,1.999801636,0.42150116,0.263912462,0.509116941,2.360883581,-0.232764267,0.509110134,1.22037707,4.000757338,4.918363985,11.58671107,0.010307384,1.22E-17,0.001819823,0.001967473,0.010307384,0.007730538,299.6659172,121642.6086,348.7730045,31842.94673,178.445921,5.68E-09,7.91E-39,1.77E-10,2.69E-10,-29.46044071,298.4260468,3
600,37380,2,0.950504552,-1.049373378,0.040516148,-2.89E-15,1.99987793,0.427816374,0.269874174,0.515776472,2.302510699,-0.240381399,0.515769573,1.215993462,3.934400357,4.813236314,6.301730854,0.015355552,1.22E-17,0.001824755,0.001992317,0.015355552,0.011516664,299.1012291,122086.3767,349.40861,32624.83148,180.6234522,1.26E-08,7.92E-39,1.78E-10,2.83E-10,-26.20829152,298.518082,3
600,37380,2,0.956574685,-1.043318504,0.040475136,1.78E-15,1.999893188,0.42105027,0.263527834,0.508766967,2.370053753,-0.240409613,0.508760162,1.220682455,4.003363904,4.922411325,4.617882931,0.010785311,6.08E-18,0.001810923,0.001955235,0.010785311,0.008088983,298.8852013,121538.5792,348.6238363,32206.21568,179.4609029,6.22E-09,1.98E-39,1.75E-10,2.68E-10,-29.0464214,298.3361461,3
600,38620,2,0.956448095,-1.043429835,0.047024267,1.77E-15,1.99987793,0.422091476,0.264686398,0.509888508,2.370380123,-0.259539208,0.509881907,1.220446958,3.994433919,4.910667458,7.63469282,0.014476129,0,0.001786239,0.001924957,0.014476129,0.010857097,299.3586551,121598.4995,348.709764,31982.89511,178.8376222,1.09E-08,0,1.65E-10,2.50E-10,-26.47893573,298.4012328,3
600,38620,2,0.954227842,-1.045634829,0.045147336,4.12E-16,1.999862671,0.420407508,0.262977314,0.508239045,2.38234716,-0.266333746,0.508232465,1.220990017,4.007364845,4.927900288,8.405292132,0.012572391,2.94E-17,0.001766875,0.001913874,0.012572391,0.009429293,299.5745491,121657,348.7936352,31912.08954,178.639552,8.19E-09,4.49E-38,1.62E-10,2.48E-10,-27.66147456,298.559729,3
