sampling_points_per_second,sampling,track_number,maximum_time,minimum_time_domain,median_time_domain,time_domain_average,time_domain_differential_peak,time_domain_average_rectifier,time_domain_variance,time_domain_standard_deviation,time_domain_kurtosis,time_domain_of_skewness,time_domain_root_mean_square,time_domain_RMS_factor,the_time_domain_peak_factor,time_domain_pulse_factor,time_domain_margin_factor,maximum_amplitude,minimum_amplitude,median_amplitude,average_amplitude,peak_amplitude_difference,peak_amplitude_threshold,center_of_gravity_frequency,mean_square_frequency,root_mean_square_frequency,frequency_variance,frequency_standard_deviation,maximum_power,power_minimum_value,median_power,power_average,SNR,bandwidth,type
600,1733,2,0.90281524,-1.090089423,-0.087022406,-8.97E-17,1.992904663,0.17829223,0.067544711,0.259744295,6.79383861,-0.328994099,0.259669344,1.456041166,7.683483645,11.1793057,6.748988231,0.058873368,1.24E-17,0.004484789,0.004951396,0.058873368,0.044155026,304.9484081,123006.4655,350.7227758,30012.9339,173.2424137,4.00E-06,1.76E-37,2.32E-08,4.19E-08,-9.073176565,296.6318932,1
600,1733,2,0.903212964,-1.08552605,-0.082962573,-1.39E-17,1.988739014,0.176181036,0.068006927,0.260711538,7.077394518,-0.5121207,0.260636307,1.479244578,7.63463811,11.29228614,5.018523857,0.064447057,7.11E-18,0.004538159,0.004937342,0.064447057,0.048335293,302.8622983,122134.5453,349.4775319,30408.97355,174.3816893,4.79E-06,5.83E-38,2.38E-08,4.31E-08,-8.327343203,295.750899,1
600,1733,2,0.897098698,-1.085704647,-0.083980404,4.07E-17,1.982803345,0.177947932,0.069437258,0.263498935,6.994254373,-0.47616651,0.2634229,1.480469515,7.527411454,11.14443858,5.873883781,0.067306424,8.42E-18,0.004709503,0.005090127,0.067306424,0.050479818,302.9203455,122265.7296,349.6651679,30504.99393,174.656789,5.23E-06,8.19E-38,2.56E-08,4.53E-08,-8.144000053,296.1226322,1
600,1733,2,0.901634203,-1.088859571,-0.080314649,-9.84E-18,1.990493774,0.195433134,0.083237392,0.288507344,5.833692047,-0.21990795,0.288424093,1.475863421,6.901267119,10.18531477,17.71303152,0.067441549,4.65E-18,0.005254831,0.005700425,0.067441549,0.050581162,302.8128646,122153.5152,349.5046712,30457.88422,174.5218732,5.25E-06,2.50E-38,3.18E-08,5.50E-08,-9.076639845,296.4837854,1
600,1732,2,0.757544916,-1.231377203,0.09494726,-8.90E-17,1.988922119,0.345730134,0.212951415,0.461452366,3.254647596,-0.234143218,0.461319133,1.334327951,4.311702024,5.753196215,7.138838183,0.173255173,1.21E-17,0.006350274,0.007436547,0.173255173,0.12994138,299.7291944,117918.9301,343.3932586,28081.34009,167.574879,3.47E-05,1.68E-37,4.66E-08,1.40E-07,-3.960982238,294.3495768,1
600,1733,2,0.906115999,-1.088314543,-0.081280241,-6.61E-17,1.994430542,0.192627451,0.080981109,0.28457178,5.872584209,-0.165197077,0.284489664,1.47694984,7.010560838,10.35410353,6.904004798,0.063170277,1.15E-17,0.005000643,0.005562436,0.063170277,0.047377708,303.1376085,121562.6952,348.6584219,29670.2855,172.2506473,4.60E-06,1.52E-37,2.88E-08,5.38E-08,-9.606351072,295.3937783,1
600,1733,2,0.917451316,-1.064344949,-0.071669167,-1.89E-16,1.981796265,0.190855234,0.08429601,0.290330099,6.004842123,-0.429403459,0.290246321,1.520753383,6.828249381,10.38376235,3.530389699,0.066440065,6.89E-18,0.004943643,0.005656235,0.066440065,0.049830049,306.0637331,123766.1327,351.8041113,30091.12403,173.4679337,5.09E-06,5.47E-38,2.82E-08,5.52E-08,-9.244874344,296.4524495,1
600,1733,2,0.900668647,-1.078854058,-0.076290582,6.92E-17,1.979522705,0.182631422,0.073641778,0.271366149,6.178794967,-0.418044623,0.271287844,1.485428177,7.296951701,10.83893789,14.75000684,0.072232715,1.41E-17,0.004763311,0.005258836,0.072232715,0.054174536,304.9388949,123513.757,351.4452405,30526.0274,174.7169923,6.02E-06,2.29E-37,2.62E-08,4.95E-08,-7.874590258,295.0093445,1
600,1733,2,0.902094494,-1.082600941,-0.077687611,2.17E-17,1.984695435,0.190358844,0.080573441,0.283708756,6.169743663,-0.518903987,0.283626889,1.489611807,7.006373012,10.43221892,3.742345879,0.066702481,9.23E-18,0.004687791,0.005312364,0.066702481,0.05002686,304.512582,123288.6136,351.1247836,30560.70103,174.8161921,5.13E-06,9.82E-38,2.53E-08,5.01E-08,-8.733040712,295.3588386,1
600,1733,2,0.916366533,-1.072784468,-0.073577925,5.05E-17,1.989151001,0.198621339,0.090566714,0.300938993,5.682306408,-0.328966517,0.300852154,1.514697466,6.611949737,10.01505881,3.500283346,0.05814526,9.58E-18,0.005425192,0.006009969,0.05814526,0.043608945,301.1042324,121138.8528,348.0500723,30475.09409,174.571172,3.90E-06,1.06E-37,3.39E-08,5.96E-08,-10.88043788,296.2498571,1
600,1733,2,0.919016984,-1.074040267,-0.073582503,-5.46E-17,1.993057251,0.18906605,0.082664032,0.287498104,6.134315008,-0.341434321,0.287415143,1.520143034,6.935405702,10.54203436,3.88044365,0.064851325,1.76E-17,0.005533495,0.005840257,0.064851325,0.048638494,303.2460217,122168.5302,349.526151,30210.38054,173.8113361,4.85E-06,3.55E-37,3.53E-08,5.61E-08,-9.554694977,297.0764315,1
600,1733,2,0.9171611,-1.074675448,-0.068541415,5.08E-17,1.991836548,0.191556304,0.087650235,0.296052271,5.978280224,-0.385360682,0.295966843,1.545077943,6.730026902,10.39844481,2.650451796,0.062631139,1.13E-17,0.005448988,0.005937492,0.062631139,0.046973354,302.0051776,121586.3941,348.6924061,30379.26677,174.296491,4.52E-06,1.47E-37,3.42E-08,5.90E-08,-10.12947476,295.6324079,1
600,1733,2,0.913442903,-1.06836862,-0.065957731,6.00E-17,1.981811523,0.196679667,0.092110501,0.303470871,5.62008807,-0.301436621,0.303383302,1.54293275,6.533676005,10.07732452,16.70875074,0.054714252,4.23E-18,0.005405367,0.005996647,0.054714252,0.041035689,301.7828045,120630.3442,347.3187934,29557.48314,171.9228988,3.45E-06,2.06E-38,3.37E-08,5.96E-08,-11.45229403,296.2975994,1
600,1733,2,0.92199214,-1.068135424,-0.067189379,1.27E-16,1.990127563,0.192556411,0.087910987,0.296496047,5.81246876,-0.397491531,0.296410491,1.53947502,6.714155752,10.3359671,5.959937402,0.060005293,2.19E-17,0.00553895,0.005940261,0.060005293,0.04500397,302.0360799,121135.5297,348.0452983,29909.73612,172.9443151,4.15E-06,5.53E-37,3.54E-08,5.80E-08,-10.45913219,296.4687477,1
600,1733,2,0.917933407,-1.071171817,-0.06483942,2.20E-16,1.989105225,0.200055148,0.095727513,0.309398552,5.617253157,-0.446698836,0.309309272,1.546123434,6.430788151,9.942769188,3.483037418,0.062867906,1.47E-18,0.005791665,0.006251812,0.062867906,0.047150929,301.8034417,121314.2341,348.3019295,30228.91669,173.8646505,4.56E-06,2.50E-39,3.87E-08,6.35E-08,-10.44769223,294.9097145,1
600,1732,2,0.740324175,-1.251314009,0.076521074,-2.56E-16,1.991638184,0.341194994,0.206908956,0.454866634,3.243484301,-0.226061529,0.454735302,1.332784003,4.379866235,5.837261229,3.183491141,0.169862458,7.18E-18,0.006586705,0.007552212,0.169862458,0.127396843,300.5249652,119164.7637,345.2024966,28849.50896,169.851432,3.33E-05,5.95E-38,5.01E-08,1.39E-07,-4.179965746,294.0732886,1
600,1733,2,0.934750583,-1.058886502,-0.052950833,4.54E-17,1.993637085,0.200315192,0.10127333,0.318223507,5.271857832,-0.384898163,0.31813168,1.588150575,6.267203627,9.95250651,10.27551666,0.045918191,1.03E-17,0.005786049,0.006381329,0.045918191,0.034438643,300.9001152,119890.0926,346.2514875,29349.21327,171.3161209,2.43E-06,1.23E-37,3.86E-08,6.62E-08,-13.54091172,295.2251173,1
600,1733,2,0.933488074,-1.055479821,-0.055357751,3.74E-16,1.988967896,0.201786143,0.100653741,0.317255833,5.204797766,-0.390561491,0.317164286,1.571776166,6.271233084,9.856910509,2.796671457,0.050601418,7.11E-18,0.005802569,0.006501244,0.050601418,0.037951063,302.404882,121621.2424,348.7423725,30172.52971,173.7024171,2.95E-06,5.83E-38,3.88E-08,6.76E-08,-12.75049018,298.0241107,1
600,1733,2,0.90675582,-1.083798989,-0.080548867,-6.46E-17,1.99055481,0.205728988,0.093506884,0.305778387,5.350478928,-0.10269512,0.305690152,1.485929629,6.512002261,9.676528989,4.801811675,0.057459188,7.21E-18,0.005520849,0.006068974,0.057459188,0.043094391,303.9259568,122555.0672,350.0786585,30184.07994,173.7356611,3.81E-06,5.99E-38,3.52E-08,6.32E-08,-11.26720397,295.0827108,1
600,1733,2,0.916897016,-1.070026202,-0.068973345,5.49E-17,1.986923218,0.199727432,0.095091297,0.308358447,5.649874182,-0.286803999,0.308269468,1.543465132,6.445702111,9.948210579,5.121657422,0.063506436,2.21E-18,0.005662324,0.006228637,0.063506436,0.047629827,300.8977602,120420.1392,347.0160503,29880.67707,172.8602819,4.65E-06,5.63E-39,3.70E-08,6.42E-08,-10.40402014,296.9678465,1
600,1733,2,0.918602971,-1.072531672,-0.069571467,1.76E-17,1.991134644,0.203179759,0.097363793,0.311989301,5.461601771,-0.350398368,0.311899273,1.534986935,6.385581956,9.800368623,9.624275858,0.06214612,1.12E-17,0.005480586,0.006186015,0.06214612,0.04660959,300.9152684,120523.6679,347.1651883,29973.66919,173.1290536,4.45E-06,1.46E-37,3.46E-08,6.26E-08,-10.48529699,295.3280812,1
600,1733,2,0.913954966,-1.073822743,-0.077927358,-2.83E-17,1.98777771,0.196643273,0.088274359,0.297086213,5.803982115,-0.26331686,0.297000486,1.510509555,6.693794167,10.11168649,3.09216396,0.063923108,1.67E-17,0.00521918,0.005811678,0.063923108,0.047942331,302.5723415,121653.7306,348.7889484,30103.70874,173.5042038,4.71E-06,3.20E-37,3.14E-08,5.72E-08,-9.787344153,296.892023,1
600,1733,2,0.905964265,-1.079143157,-0.072826018,-1.23E-16,1.985107422,0.20443822,0.096157064,0.310090512,5.413660511,-0.297052937,0.310001032,1.5163541,6.403577497,9.7100553,7.626513221,0.059341427,1.23E-17,0.005791679,0.006248711,0.059341427,0.044506071,303.7771214,122275.6913,349.6794122,29995.15181,173.1910847,4.06E-06,1.75E-37,3.87E-08,6.35E-08,-10.98993354,297.6227915,1
600,1733,2,0.902330287,-1.095777623,-0.088224522,-1.13E-16,1.99810791,0.203815638,0.089441456,0.299060103,5.692262998,-0.180056037,0.298973806,1.466919426,6.683590365,9.804482306,3.391499281,0.059663604,1.59E-17,0.005604945,0.006015034,0.059663604,0.044747703,303.2730266,122123.3487,349.4615124,30148.81998,173.6341556,4.11E-06,2.91E-37,3.62E-08,5.86E-08,-10.56039899,296.2909628,1
600,1733,2,0.891002147,-1.087208303,-0.089405568,1.86E-16,1.978210449,0.197538792,0.08197801,0.286313236,5.742263586,-0.31024777,0.286230618,1.448997433,6.911199871,10.01439397,4.625366714,0.072695678,1.06E-18,0.005113846,0.005574147,0.072695678,0.054521758,301.3815045,120864.9474,347.656364,30034.13613,173.3035953,6.10E-06,1.29E-39,3.02E-08,5.51E-08,-8.351443916,294.5762503,1
600,1733,2,0.94079279,-1.051287898,-0.04672552,2.49E-17,1.992080688,0.205570367,0.107213031,0.327427129,5.0229017,-0.331744296,0.327332647,1.592311602,6.086180807,9.691070206,6.333504781,0.039097869,1.35E-17,0.006062808,0.006750476,0.039097869,0.029323402,300.0202242,120072.5797,346.5149055,30060.44478,173.379482,1.76E-06,2.09E-37,4.24E-08,7.22E-08,-15.37846919,295.0580222,1
600,1732,2,0.75305167,-1.240600674,0.088790805,1.72E-16,1.993652344,0.347665168,0.213731902,0.462311331,3.208102656,-0.231204656,0.46217785,1.329376174,4.313604416,5.734402877,2.346848584,0.17089984,3.90E-17,0.006653381,0.007712751,0.17089984,0.12817488,305.3709298,121665.6706,348.8060644,28414.26582,168.5653162,3.37E-05,1.75E-36,5.11E-08,1.43E-07,-4.25277791,293.4882517,1
600,1733,2,0.941964274,-1.051154012,-0.047339314,3.98E-17,1.993118286,0.207263467,0.108804394,0.32984947,5.019312364,-0.3530952,0.329754289,1.591221763,6.044413301,9.618415529,52.87880866,0.043843085,1.12E-17,0.006104609,0.006685269,0.043843085,0.032882314,301.0443647,120638.3969,347.3303857,30010.68734,173.2359297,2.22E-06,1.45E-37,4.30E-08,7.15E-08,-14.30633197,296.2923739,1
600,1733,2,0.941188075,-1.051731847,-0.046040319,-8.00E-18,1.992919922,0.20861236,0.110657734,0.33264778,5.056552863,-0.36782842,0.332551791,1.594173594,5.992973008,9.553387006,9.332581288,0.045219016,1.51E-17,0.006448914,0.006923442,0.045219016,0.033914262,301.6960508,120520.3157,347.1603602,29499.80863,171.7550833,2.36E-06,2.64E-37,4.80E-08,7.44E-08,-14.20509807,296.0078022,1
600,1733,2,0.952121724,-1.043483745,-0.041072856,1.16E-17,1.995605469,0.208241398,0.109844133,0.331386624,4.942848123,-0.359522066,0.331290999,1.590885057,6.025409693,9.585636256,4.148076558,0.048411163,7.37E-18,0.006063608,0.006868824,0.048411163,0.036308373,300.674708,120281.7879,346.8166488,29876.50787,172.8482221,2.70E-06,6.26E-38,4.24E-08,7.53E-08,-13.64660079,296.8007638,1
600,1733,2,0.934398592,-1.057804167,-0.05147177,-4.24E-18,1.992202759,0.212677349,0.112491086,0.335369455,4.898156081,-0.329481023,0.335272682,1.576742021,5.943010821,9.371661335,4.802104517,0.053742389,9.71E-18,0.005986911,0.006672876,0.053742389,0.040306792,301.4549016,120614.1874,347.2955333,29739.12971,172.4503688,3.33E-06,1.09E-37,4.13E-08,7.29E-08,-12.54420795,296.2110095,1
600,1733,2,0.954564952,-1.040186024,-0.035272694,-1.99E-16,1.994750977,0.207087183,0.109180186,0.330424045,4.866588289,-0.357078767,0.330328698,1.595127095,6.038705719,9.632555118,10.89582589,0.053935775,1.09E-17,0.006117234,0.006673567,0.053935775,0.040451831,298.9889674,119316.2854,345.4218947,29921.8827,172.9794286,3.36E-06,1.38E-37,4.32E-08,7.24E-08,-12.48286129,295.8327515,1
600,1733,2,0.94373528,-1.049413524,-0.047796092,-7.80E-17,1.993148804,0.210332081,0.111675963,0.3341794,4.897347942,-0.335475256,0.334082969,1.588359814,5.966050645,9.476240949,10.28097107,0.04131209,9.27E-18,0.006356188,0.006976438,0.04131209,0.030984067,301.7084032,120679.2561,347.3891997,29651.2955,172.1955153,1.97E-06,9.92E-38,4.66E-08,7.44E-08,-15.01845288,294.8849829,1
600,1733,2,0.942748803,-1.055832129,-0.049514991,4.98E-17,1.998580933,0.212856572,0.113313911,0.336620806,4.871535724,-0.296958685,0.336523672,1.580988509,5.938918493,9.389332091,3.235238111,0.039728482,3.20E-19,0.006532336,0.006946216,0.039728482,0.029796362,301.9255253,120660.5675,347.3623001,29501.54473,171.7601372,1.82E-06,1.18E-40,4.92E-08,7.51E-08,-15.40961237,296.1971444,1
600,1733,2,0.946499894,-1.044421126,-0.03869908,3.59E-17,1.990921021,0.204071218,0.108697071,0.329683723,5.116084522,-0.363613251,0.32958859,1.615046037,6.040884321,9.756136113,8.709790857,0.049400529,1.09E-17,0.00620582,0.00672999,0.049400529,0.037050396,301.0020358,120018.0307,346.4361856,29415.80517,171.5103646,2.81E-06,1.38E-37,4.44E-08,7.12E-08,-13.20865631,296.3752512,1
600,1733,2,0.932060607,-1.057761781,-0.055900208,1.28E-16,1.989822388,0.21270569,0.111904125,0.334520522,5.012270914,-0.290093319,0.334423993,1.572359638,5.949998568,9.355533943,2.920476441,0.048139932,4.42E-18,0.006669992,0.006967668,0.048139932,0.036104949,301.8403555,120712.1631,347.4365598,29604.56285,172.0597654,2.67E-06,2.25E-38,5.13E-08,7.46E-08,-13.65205564,296.0912255,1
600,1733,2,0.914083165,-1.077509242,-0.075098354,-3.81E-17,1.991592407,0.212569731,0.104002829,0.322493507,5.331197509,-0.349537235,0.322400448,1.516744166,6.177437819,9.36974088,2.115472392,0.058354355,9.29E-18,0.00594138,0.006595457,0.058354355,0.043765766,301.7209132,121003.1832,347.8551181,29967.67372,173.1117377,3.93E-06,9.95E-38,4.07E-08,6.95E-08,-11.56705094,295.5022554,1
600,1732,2,0.743191012,-1.242770902,0.079891452,9.47E-17,1.985961914,0.341889721,0.20791572,0.455969958,3.239704574,-0.224249186,0.455838308,1.333359149,4.356879894,5.809456554,6.920250932,0.174489415,1.23E-17,0.006789113,0.007590021,0.174489415,0.130867062,302.1999382,120315.3926,346.8650928,28990.58997,170.2662326,3.52E-05,1.75E-37,5.32E-08,1.40E-07,-3.894577658,295.4435748,1
600,1733,2,0.937526459,-1.043400055,-0.048084503,5.20E-17,1.980926514,0.207023243,0.107757987,0.328265027,5.030571179,-0.364686404,0.328170304,1.585908701,6.036303375,9.574263556,3.231560483,0.050358087,4.10E-18,0.006415131,0.006778009,0.050358087,0.037768565,300.4872488,119920.1282,346.2948574,29627.54155,172.1265277,2.92E-06,1.94E-38,4.75E-08,7.17E-08,-13.06751847,296.8214403,1
600,1733,2,0.910928796,-1.082509925,-0.078695228,4.49E-16,1.993438721,0.211026315,0.101105978,0.317875539,5.372945476,-0.247693265,0.317783813,1.505847668,6.276639503,9.451345501,12.27987095,0.051656933,1.54E-18,0.006017483,0.006629277,0.051656933,0.0387427,302.6325353,121486.9368,348.5497623,29900.48538,172.9175682,3.08E-06,2.73E-39,4.18E-08,7.05E-08,-12.75647868,296.6895385,1
600,1733,2,0.95310305,-1.036932961,-0.031058327,-7.56E-17,1.990036011,0.206668997,0.111817188,0.334378254,4.96475297,-0.405269717,0.334281766,1.617513861,5.953671752,9.629122931,6.581464807,0.043758252,7.03E-18,0.006022132,0.006698708,0.043758252,0.032818689,300.369389,119859.0524,346.2066614,29637.28253,172.1548214,2.21E-06,5.70E-38,4.18E-08,7.30E-08,-14.42111844,296.6597423,1
600,1733,2,0.952316126,-1.034591833,-0.028259436,2.01E-16,1.986907959,0.208416292,0.113064084,0.336235555,4.789462118,-0.386176397,0.336138532,1.612814327,5.911341901,9.533859143,3.883980174,0.053010735,3.91E-18,0.006096124,0.006884246,0.053010735,0.039758051,301.6071006,120776.4362,347.5290437,29809.5931,172.6545484,3.24E-06,1.76E-38,4.29E-08,7.66E-08,-12.89559461,294.5755299,1
600,1733,2,0.931536904,-1.058529624,-0.052181968,6.69E-18,1.990066528,0.20811432,0.109357653,0.330689316,5.131674901,-0.418789839,0.330593892,1.588520101,6.019716602,9.562439606,3.47248348,0.049368255,7.43E-18,0.00635894,0.006785479,0.049368255,0.037026191,301.7928408,121077.616,347.9620899,29998.69725,173.20132,2.81E-06,6.37E-38,4.66E-08,7.20E-08,-13.26734029,294.966266,1
